CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude
78956,2011-00062230,2011-06-25,3:40:00 PM,Bicycle,,1,,,1,UNION AVE,ALTHEA ST ,Michael Moonan,286,25-Jun-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Non-Incapacitating,2,41.80932,-71.43828
78998,2011-00062178,2011-06-25,12:43:00 PM,Bicycle,,1,,,1,UNION AVE,POCASSET AVE ,Francisco Furtado,635,26-Jun-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Complains Of Pain,,41.80639,-71.45714
79101,2011-00062928,2011-06-27,10:11:00 AM,Bicycle,,1,,,1,5TH ST,SUMMIT AVE ,Khatchig Kazandjian,367,27-Jun-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,2,1,Complains Of Pain,2,41.85115,-71.39794
79407,2011-00063547,2011-06-28,10:08:00 PM,Pedestrian,1,,,,1,SMITH ST,BRIGHTWOOD AVE ,Roland Reed,505,28-Jun-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,,41.84714,-71.45413
79408,2011-00063843,2011-06-29,6:33:00 PM,Pedestrian,1,,,,1,KIMBALL AVENUE ,CHALKSTONE AVENUE ,Giuseppe Scarcello,485,29-Jun-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, Driver Left Scene",Stop Signs,1,1,Incapacitating,2,41.82462,-71.41556
80273,2011-0063774,2011-06-29,3:53:00 PM,Bicycle,,1,,,1,N MAIN ST,STENTON AVE ,Glen Morgan,558,29-Jun-11,One-Way Trafficway,Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,No Controls,3,1,Complains Of Pain,,41.84943,-71.40336
79704,2011-00064883,2011-07-02,8:06:00 AM,Bicycle,,1,,,1,825 hope st,4TH ST ,Andrew Frolich,673,2-Jul-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Unknown,No,No Controls,2,1,Complains Of Pain,,41.84936,-71.39485
79884,2011-00065904,2011-07-04,10:10:00 PM,Bicycle,,1,,,1,HARTFORD AVE,OLNEYVILLE SQ ,Matthew Cute,308,4-Jul-11,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,,41.81674,-71.44437
79896,2011-00065888,2011-07-04,9:50:00 PM,Pedestrian,1,,,,1,ROBIN ST,HARVEST ST ,Brian Muldoon,182,4-Jul-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.83156,-71.43602
80284,2011-00066952,2011-07-07,2:14:00 PM,Pedestrian,1,,,,1,CHALKSTONE AVE,GENEVA ST ,Wayne Mann,563,7-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,4,1,Complains Of Pain,,41.83227,-71.44088
80369,2011-00067239,2011-07-08,3:08:00 AM,Pedestrian,1,,,,1,CONGRESS AVE,NIAGARA ST ,Mark Hubbard,267,8-Jul-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.80052,-71.4197
80591,2011-00068183,2011-07-10,9:46:00 AM,Bicycle,,1,,,1,112 POCASSET AVE,MAGNOLIA ST ,Keith Lafazia,394,10-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.81136,-71.45203
82055,2011-00068247,2011-07-10,2:15:00 PM,Bicycle,,1,,,1,GALLUP ST,PRAIRIE AVE ,Werchadlo Jr.,679,11-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.80002,-71.41247
80680,2011-00068609,2011-07-11,11:19:00 AM,Bicycle,,1,,,1,CHAPEL ST,SNOW ST ,John Sigillo,590,11-Jul-11,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,2,0,No Injury,,41.8212,-71.41384
80760,2011-00068829,2011-07-11,9:15:00 PM,Pedestrian,1,,,,1,280 Broad St. ,,Papa ,187,11-Jul-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82503,-71.4148
81271,2011-00069981,2011-07-15,1:09:00 AM,Pedestrian,2,,,,1,ABBOTT PARK PL,WEYBOSSET ST ,Steffan Rasch,315,15-Jul-11,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,8,2,Incapacitating,,41.82061,-71.4134
82867,2011-00070239,2011-07-15,6:11:00 PM,Bicycle,,1,,,1,BANCROFT ST,KELLEY ST ,Matthew Cute,308,16-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,,41.81294,-71.44793
83335,2011-00071796,2011-07-19,1:37:00 PM,Bicycle,,1,,,1,PUBLIC ST,BROAD ST ,Roderick Soares,399,21-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,0,No Injury,,41.80441,-71.41937
82162,2011-00072143,2011-07-20,11:51:00 AM,Bicycle,,1,,,1,549 RIVER AVE,EATON ST ,Joseph Madeira,552,21-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,2,1,Non-Incapacitating,,41.84304,-71.44051
82157,2011-00072518,2011-07-21,9:59:00 AM,Bicycle,,1,,,2,ANGELL ST,HOPE ST ,Richard Mills,424,21-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,1,Complains Of Pain,,41.8284,-71.39751
82187,2011-00072557,2011-07-21,12:21:00 PM,Bicycle,,1,,,1,CHALKSTONE AVE,GARFIELD AVE ,Merrick Cook,280,21-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,1,Incapacitating,2,41.83382,-71.43245
82508,2011-00073473,2011-07-23,10:21:00 PM,Bicycle,,1,,,1,STATE STREET,EXIT 23 ,Carla Cavanaugh,189,23-Jul-11,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,2,1,Complains Of Pain,,41.83478,-71.41433
82622,2011-00073763,2011-07-24,1:20:00 PM,Pedestrian,1,,,,1,BRADFORD ST,ATWELLS AVE ,Christopher Poncia,333,24-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,,41.82323,-71.42178
86808,2011-00074161,2011-07-25,3:50:00 PM,Bicycle,,1,,,1,MANTON AVE,FAIRFIELD AVE ,Trent Hastings,326,25-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Angle (Front - to - Side) Opposite Direction,No,No Controls,3,1,Complains Of Pain,,41.82568,-71.45655
82968,2011-00074479,2011-07-26,1:35:00 PM,Pedestrian,1,,,X,2,PLAIN ST,OLDHAM ST ,Jose Deschamps,419,26-Jul-11,Unknown,Dry,Daylight,Clear,Other,No,No Controls,5,2,Complains Of Pain,,41.81281,-71.41214
83161,2011-00074919,2011-07-27,5:21:00 PM,Bicycle,,1,,,1,SORRENTO ST,LINWOOD AVE ,Luis Pelaez,336,27-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,2,41.80786,-71.43737
83480,2011-00075665,2011-07-29,12:50:00 PM,Pedestrian,1,,,,1,Tell Street,Courtland Street,Michael Caraccia,624,29-Jul-11,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Incapacitating,1,41.82188,-71.43251
83517,2011-00075981,2011-07-30,1:02:00 AM,Bicycle,,1,,,1,WESTMINSTER ST,EMPIRE ST ,Michael Sullivan,347,30-Jul-11,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,1,Incapacitating,2,41.82097,-71.41532
84466,2011-00078346,2011-08-04,10:11:00 PM,Bicycle,,1,,,1,WESTMINSTER ST,MEMORIAL BOULEVARD,Ptlm. Carroll,142,6-Aug-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction",No,Traffic Control Signal,2,1,Complains Of Pain,2,41.82529,-71.40895
87831,2011-00078377,2011-08-04,11:09:00 PM,Pedestrian,1,,,,1,RESERVOIR AVE,ELMWOOD AVE ,Fernando Lopez,156,30-Aug-11,Unknown,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.79755,-71.42606
84368,2011-00078609,2011-08-05,3:27:00 PM,Bicycle,,1,,,1,EMPIRE ST,BROADWAY ,Christopher Calise,397,5-Aug-11,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,2,41.82257,-71.41745
86232,2011-00078411,2011-08-05,1:32:00 AM,Pedestrian,1,,,,1,ATWELLS AVE,MURPHY ST ,Roberto Gutierrez,263,18-Aug-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.82373,-71.42884
84471,2011-00079239,2011-08-06,10:00:00 PM,Pedestrian,1,,,,1,CHARLES ST,GILLEN ST ,Kevin Toole,153,7-Aug-11,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,41.85245,-71.42032
85354,2011-00080474,2011-08-07,9:49:00 AM,Pedestrian,1,,,,1,INDIA ST,S MAIN ST ,Derrek Edmonds,550,12-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.81634,-71.39891
84816,2011-00080055,2011-08-09,1:25:00 AM,Bicycle,,1,,,1,W RIVER ST,BRANCH AVE ,Raymond Majeau,275,9-Aug-11,"Two-Way , Not Divided",Unknown,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,,41.8469,-71.41269
90025,2011-00080667,2011-08-10,9:20:00 PM,Pedestrian,1,,,,1,MITCHELL ST,HAMILTON ST ,Jared Stanzione,193,13-Sep-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.80035,-71.42268
85325,2011-00080939,2011-08-11,5:27:00 PM,Pedestrian,1,,,,1,GLENHAM ST,PRAIRIE AVE ,Carla Cavanaugh,189,11-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,0,No Injury,,41.80609,-71.41509
85379,2011-00081180,2011-08-12,9:41:00 AM,Bicycle,,1,,,1,HOPE ST,CHARLESFIELD ST ,Derrek Edmonds,550,12-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,1,Complains Of Pain,,41.82421,-71.39721
85507,2011-00081239,2011-08-12,1:43:00 PM,Bicycle,,1,,,1,S MAIN ST,HOPKINS ST ,Richard Mills,424,13-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.82423,-71.40682
85730,2011-00082492,2011-08-15,11:26:00 AM,Pedestrian,1,,,,1,SUMTER ST,BROAD ST ,Michael Camardo,515,15-Aug-11,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,41.79774,-71.41412
86267,2011-00082470,2011-08-15,9:10:00 AM,Bicycle,,1,,,1,OLDHAM ST,PLAIN ST ,Roderick Soares,399,18-Aug-11,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,2,41.81328,-71.41232
85921,2011-00082930,2011-08-16,3:07:00 PM,Bicycle,1,,,,1,MANTON AVE,CHAFFEE ST ,Christopher Poncia,333,16-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,2,1,Complains Of Pain,2,41.81852,-71.44539
85977,2011-00083031,2011-08-16,7:08:00 PM,Bicycle,,1,,,1,SMITHFIELD AVE,SMITHFIELD AVE ,Brian Auclair,166,16-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,,41.8588,-71.41098
86099,2011-00082903,2011-08-16,1:31:00 PM,Pedestrian,1,,,,1,ORMS ST EXIT 23,ORMS ST ,Anthony Hampton,681,17-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,Other,No,Traffic Control Signal,4,1,Complains Of Pain,,41.8348,-71.41434
86762,2011-00083417,2011-08-17,6:41:00 PM,Bicycle,,1,,,1,CRANSTON ST,WAVERLY ST ,Luis Pelaez,336,21-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,2,41.80832,-71.43454
86295,2011-00083608,2011-08-18,11:40:00 AM,Pedestrian,1,,,,1,WEBSTER AVE,STERLING AVE ,Anthony Hampton,681,18-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.81064,-71.44936
86445,2011-00083611,2011-08-18,11:35:00 AM,Bicycle,,1,,,1,Frost Street,North Main Street,Antonio D Laranjo Jr,456,19-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,0,No Injury,2,41.85132,-71.40238
86586,2011-00084054,2011-08-19,12:05:00 PM,Pedestrian,2,,,,1,NORTH MAIN STREET,HEWES STREET,Khatchig Kazandjian,367,19-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,2,Complains Of Pain,2,41.83677,-71.40991
86723,2011-00084917,2011-08-21,4:19:00 AM,Pedestrian,1,,,,1,DOUGLAS AVE,CHAD BROWN ST ,Jozsef Rimoczy,274,21-Aug-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Incapacitating,,41.83945,-71.42601
86741,2011-00084979,2011-08-21,12:18:00 PM,Bicycle,,1,,,1,WASHINGTON ST,EMPIRE ST ,Thomas Connetta / Kenneth Penza,374,21-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,6,1,Incapacitating,,41.82182,-71.41645
86743,2011-00085044,2011-08-21,3:50:00 PM,Pedestrian,1,,,,1,BROADWAY,ATWELLS AVE ,Matthew Goddard,171,21-Aug-11,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.8226,-71.41788
86802,2011-00085214,2011-08-21,11:16:00 PM,Bicycle,,1,,,1,WESTMINSTER ST,WESTMINSTER ST EXIT ,Jessica Leone,258,22-Aug-11,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Incapacitating,,41.81576,-71.4387
87232,2011-00085449,2011-08-22,4:00:00 PM,Bicycle,,1,,,1,BASSETT ST,East Franklin Street,Donald Brien,630,22-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,2,41.8167,-71.41233
87045,2011-00085782,2011-08-23,3:21:00 PM,Pedestrian,1,,,,1,GEORGE ST,HOPE ST ,James Grennan,332,23-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,3,1,Complains Of Pain,2,41.82579,-71.39727
88037,2011-00085816,2011-08-23,4:41:00 PM,Bicycle,,1,,,1,ACADEMY AVE,HEALTH AVE ,Stephen Frechette,362,31-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82776,-71.4438
87231,2011-00086258,2011-08-24,7:15:00 PM,Bicycle,,1,,,1,HOPE ST,OGDEN ST ,Donald Castigliego,287,24-Aug-11,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Incapacitating,,41.85176,-71.39368
87271,2011-00086220,2011-08-24,5:46:00 PM,Bicycle,,1,,,1,BRANCH AVE,VANDEWATER ST ,Michael Moonan,286,24-Aug-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Incapacitating,2,41.85363,-71.42864
87987,2011-00086574,2011-08-25,4:23:00 PM,Pedestrian,1,,,,1,W EXCHANGE ST,W EXCHANGE ST EXIT 22A ,Matthew Goddard,171,25-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82482,-71.41768
87829,2011-00087089,2011-08-26,10:12:00 PM,Pedestrian,1,,,,1,ELMWOOD AVE,ADELAIDE AVE ,Kusol Pea,174,27-Aug-11,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),No,No Controls,5,0,No Injury,,41.7959,-71.42512
87571,2011-00087302,2011-08-27,9:23:00 AM,Pedestrian,1,,,,1,UNION AVE,WHITEHALL ST ,Francisco Furtado,635,27-Aug-11,Unknown,Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.80786,-71.44358
87996,2011-00088127,2011-08-29,11:58:00 AM,Pedestrian,1,,,,1,ANGELL ST,BROOK ST ,Anthony Hampton,681,30-Aug-11,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.82821,-71.39947
88134,2011-00089050,2011-08-31,3:38:00 PM,Bicycle,,1,,,1,SMITH ST,GASPEE STREET,Matthew Goddard,171,1-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,0,No Injury,,41.83152,-71.41281
88125,2011-00089388,2011-09-01,1:10:00 PM,Pedestrian,1,,,,1,WATERMAN ST,GANO ST ,John Almeida,386,1-Sep-11,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Non-Incapacitating,,41.82818,-71.39072
88167,2011-00089641,2011-09-01,11:57:00 PM,Bicycle,,1,,,1,Thayer ST,Angell ST ,Noel Field,260,2-Sep-11,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Complains Of Pain,1,41.8281,-71.40065
88246,2011-00089842,2011-09-02,2:45:00 PM,Pedestrian,1,,,,1,CHALKSTONE AVE,GARFIELD AVE ,Brian Muldoon,182,2-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,2,1,Incapacitating,,41.83382,-71.43268
88346,2011-00089767,2011-09-02,10:51:00 AM,Bicycle,,1,,,1,SMITH ST,CALVERLY ST ,Raymond King,633,3-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,4,1,Incapacitating,2,41.83303,-71.42013
88634,2011-00089906,2011-09-02,5:19:00 PM,Pedestrian,1,,,,1,MOWRY STREET,DOUGLAS AVE ,Scott Zambarano,164,5-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Stop Signs,2,1,Complains Of Pain,,41.84364,-71.42786
88567,2011-00090885,2011-09-04,8:25:00 PM,Bicycle,,1,,,1,Gallup Street,GORDON AVE ,Carla Cavanaugh,189,4-Sep-11,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.79987,-71.41329
88918,2011-0000000091151,2011-09-05,1:04:00 PM,Pedestrian,1,,,,1,FARRAGUT AVE,MONTGOMERY AVE ,Anthony Hampton,681,6-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Incapacitating,,41.78652,-71.4053
88804,2011-00091690,2011-09-06,8:13:00 PM,Pedestrian,1,,,,1,Broad ,Malborough, Papa,187,6-Sep-11,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Other,No,No Controls,6,1,Incapacitating,,41.83109,-71.4113
89648,2011-00092731,2011-09-09,7:35:00 PM,Pedestrian,1,,,,1,ADMIRAL ST,FILLMORE ST ,Brian Auclair,166,9-Sep-11,"Two-Way , Not Divided",Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.84092,-71.41999
92233,2011-00092401,2011-09-09,1:25:00 AM,Pedestrian,1,,,,1,PINE ST,PAGE ST ,Jason Cotugno,173,9-Sep-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,7,1,Incapacitating,,41.82114,-71.41129
90103,2011-00094319,2011-09-13,5:55:00 PM,Bicycle,,1,,,1,337 BROAD ST,PORTLAND ST ,Jose Mendez,321,13-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,No Controls,2,1,Complains Of Pain,,41.81415,-71.4213
91655,2011-000095410,2011-09-16,5:05:00 PM,Pedestrian,1,,,,1,270 broad ,,Robert Papa,187,22-Sep-11,Unknown,Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,2,1,Incapacitating,,41.82447,-71.40851
91152,2011-00096686,2011-09-19,11:44:00 PM,Pedestrian,1,,,,1,GANO ST,INDIA ST ,David Iamarone,334,20-Sep-11,"Two-Way , Not Divided",Dry,Other,Clear,Other,No,No Controls,2,0,No Injury,2,41.81919,-71.3893
94205,2011-00096394,2011-09-19,8:22:00 AM,Pedestrian,1,,,,1,CHALKSTONE AVE,CLEMATIS ST ,Kenneth Pike,130,6-Oct-11,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.83265,-71.44605
91598,2011-00097061,2011-09-21,1:18:00 AM,Pedestrian,1,,,,1,CHALKSTONE AVE,DELHI ST ,Jozsef Rimoczy,274,21-Sep-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,,41.83644,-71.41905
93099,2011-00097611,2011-09-22,4:57:00 PM,Pedestrian,1,,,,1,EXCHANGE TER,EXCHANGE ST ,Ptlm. Carroll,142,29-Sep-11,One-Way Trafficway,Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,3,41.82611,-71.4116
91817,2011-00097921,2011-09-23,12:23:00 PM,Pedestrian,1,1,,,1,ALLENS AVE,ERNEST ST,Michael Camardo,515,23-Sep-11,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,5,2,Incapacitating,4,41.79481,-71.39793
92050,2011-00098656,2011-09-25,1:30:00 AM,Pedestrian,1,,,,1,644 Douglas Ave,Virginaia Lane ,Robert Heaton,539,25-Sep-11,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.84739,-71.43057
92529,2011-00099631,2011-09-27,5:08:00 PM,Pedestrian,1,,,,1,MANTON AVE,WESTCOTT AVE ,Matthew Greely,184,27-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,2,41.83372,-71.46853
92771,2011-00100125,2011-09-28,11:02:00 PM,Bicycle,,1,,,1,BROADWAY,TOBEY ST ,Roberto Gutierrez,263,29-Sep-11,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,2,Complains Of Pain,,41.81848,-71.43503
92900,2011-00100359,2011-09-29,4:16:00 PM,Bicycle,,1,,,1,BROADWAY,DE PASQUALE AVE ,Sean Lafferty,272,29-Sep-11,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82076,-71.42528
93686,2011-00101655,2011-10-02,10:22:00 PM,Bicycle,,1,,,1,DOUGLAS AVE,CHAD BROWN ST ,Brian Auclair,166,3-Oct-11,"Two-Way , Not Divided",Wet,Dark - Not Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.8386,-71.42511
93960,2011-000102281,2011-10-04,7:11:00 PM,Pedestrian,1,,,,1,LENNON ST,SMITH ST ,Roland Reed,505,4-Oct-11,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.84506,-71.45027
94220,2011-00102757,2011-10-06,8:52:00 AM,Bicycle,,1,,,1,S MAIN ST,PACKET ST ,Derrek Edmonds,550,6-Oct-11,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,,41.82406,-71.40672
94511,2011-00103144,2011-10-07,12:24:00 PM,Bicycle,,1,,,1,SERVICE ROAD 8,WASHINGTON ST ,Thiago Gomes,532,7-Oct-11,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82013,-71.41876
