row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards
3303	2011-10-10	94917	13:58:00	Pedestrian	1	NA	FALSE	FALSE	1	22 barbara st	PONAGANSETT AVE	10/10/11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.82046	-71.45891	TRUE	FALSE	22 Barbara Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82046	-71.45891	Hartford	7
3300	2011-10-11	95077	17:10:00	Pedestrian	1	NA	FALSE	FALSE	1	TUXEDO AVE	ATWELLS AVE	10/11/11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.82452	-71.43862	FALSE	FALSE	Tuxedo Ave and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82452	-71.43862	Olneyville	15
3302	2011-10-11	95196	23:31:00	Bicycle	NA	1	FALSE	FALSE	1	GEORGE ST	THAYER ST	10/12/11	Two-Way , Not Divided	Dry	Dark - Not Lighted	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Stop Signs	1	0	No Injury	NA	41.82553	-71.40037	FALSE	FALSE	George Street and Thayer Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82553	-71.40037	College Hill	2
3299	2011-10-15	95693	19:47:00	Pedestrian	1	NA	FALSE	FALSE	1	Grove St	DE SOTO ST	10/15/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.82015	-71.43916	FALSE	FALSE	Grove Street and De Soto Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82015	-71.43916	Olneyville	15
3298	2011-10-17	96123	21:51:00	Pedestrian	1	NA	FALSE	FALSE	1	COURTLAND ST	RING ST	10/17/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82045	-71.43167	FALSE	FALSE	Courtland Street and Ring Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82045	-71.43167	Federal Hill	13
3297	2011-10-20	97496	17:53:00	Bicycle	NA	1	FALSE	FALSE	1	DOUGLAS AVE	EATON ST	10/26/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84094	-71.42728	FALSE	FALSE	Douglas Ave and Eaton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84094	-71.42728	Smith Hill	14
3296	2011-10-22	96778	15:32:00	Pedestrian	1	NA	FALSE	FALSE	1	JILLSON ST	OCONNOR ST	10/22/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	5	1	Complains Of Pain	NA	41.79105	-71.40578	FALSE	FALSE	Jillson Street and Oconnor Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79105	-71.40578	Washington Park	10
3295	2011-10-23	97284	13:47:00	Pedestrian	2	NA	FALSE	FALSE	1	CRANSTON ST	DEXTER ST	10/25/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	2	Complains Of Pain	NA	41.8126	-71.42959	FALSE	FALSE	Cranston Street and Dexter Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8126	-71.42959	West End	11
3294	2011-10-25	97464	07:54:00	Pedestrian	1	NA	FALSE	FALSE	1	PENNSYLVANIA AVE	PRAIRIE AVE	10/26/11	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	2	41.79785	-71.41152	FALSE	FALSE	Pennsylvania Ave and Prairie Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79785	-71.41152	Lower South Providence	10
3293	2011-10-27	97848	17:36:00	Pedestrian	1	NA	FALSE	FALSE	1	ELLERY ST	UNION AVE	10/27/11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	2	41.80933	-71.43838	FALSE	FALSE	Ellery Street and Union Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80933	-71.43838	West End	13
3292	2011-10-30	99362	13:49:00	Bicycle	NA	1	FALSE	FALSE	1	RAYMOND STREET	CHALKSTONA AVE	11/5/11	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	2	0	No Injury	2	41.83419	-71.43024	FALSE	FALSE	Raymond Street and Chalkstona Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.83419	-71.43024	Elmhurst	12
3291	2011-11-01	99388	17:43:00	Bicycle	NA	1	FALSE	FALSE	1	MEMORIAL BLVD	COLLEGE ST	11/5/11	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.8253	-71.40882	FALSE	FALSE	Memorial Blvd and College Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8253	-71.40882	Downtown	1
3290	2011-11-05	99925	23:10:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	EMPIRE ST	11/7/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82182	-71.41645	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82182	-71.41645	Downtown	1
3288	2011-11-07	99781	11:33:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	ELMWOOD AVE	11/7/11	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.80812	-71.42473	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	Med	Unknown	TRUE	TRUE	Raw	41.80812	-71.42473	West End	11
3289	2011-11-07	99865	14:50:00	Pedestrian	1	NA	FALSE	FALSE	1	240 REGENT AVE	NA	11/7/11	One-Way Trafficway	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	4	1	Complains Of Pain	1	41.82935	-71.44315	TRUE	TRUE	240 Regent Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82935	-71.44315	Valley	6
3287	2011-11-08	100293	06:30:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	LYNCH ST	11/9/11	Two-Way , Not Divided	Dry	Dawn	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Incapacitating	NA	41.82524	-71.45222	FALSE	FALSE	Atwells Ave and Lynch Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82524	-71.45222	Olneyville	6
3283	2011-11-09	100372	15:02:00	Bicycle	NA	1	FALSE	FALSE	1	LLOYD AVE	TABER AVE	11/9/11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Non-Incapacitating	2	41.83385	-71.39245	FALSE	FALSE	Lloyd Ave and Taber Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83385	-71.39245	Blackstone	2
3284	2011-11-09	100379	17:14:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST EXIT	WESTMINSTER ST	11/9/11	One-Way Trafficway	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81576	-71.43865	FALSE	FALSE	Westminster Street Exit and Westminster Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.81576	-71.43865	West End	13
3285	2011-11-09	100401	17:09:00	Pedestrian	1	NA	FALSE	FALSE	1	Atwells Ave	Newton St	11/9/11	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	NA	41.82326	-71.42223	FALSE	FALSE	Atwells Ave and Newton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82326	-71.42223	Federal Hill	13
3286	2011-11-09	100622	17:55:00	Pedestrian	1	NA	FALSE	FALSE	1	310 CRANSTON ST	HARRISON ST	11/9/11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.81286	-71.42908	TRUE	FALSE	310 Cranston Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.81286	-71.42908	West End	11
3280	2011-11-11	100914	14:57:00	Bicycle	NA	1	FALSE	FALSE	1	HOPE ST	CARRINGTON AVE	11/11/11	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	5	0	No Injury	NA	41.83617	-71.40138	FALSE	FALSE	Hope Street and Carrington Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83617	-71.40138	Mount Hope	3
3281	2011-11-11	100945	19:04:00	Pedestrian	1	NA	FALSE	FALSE	1	HUXLEY AVE	EATON ST	11/11/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	No	No Controls	4	1	Complains Of Pain	NA	41.84322	-71.43327	FALSE	FALSE	Huxley Ave and Eaton Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.84322	-71.43327	Elmhurst	14
3279	2011-11-15	101752	19:17:00	Bicycle	NA	1	FALSE	FALSE	1	DEAN ST	KINSLEY AVE	11/15/11	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82884	-71.42646	FALSE	FALSE	Dean Street and Kinsley Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82884	-71.42646	Smith Hill	13
3276	2011-11-18	102454	12:25:00	Pedestrian	1	NA	FALSE	FALSE	1	HARRIS AVE	ATWELLS AVE	11/18/11	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82446	-71.4355	FALSE	FALSE	Harris Ave and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82446	-71.4355	Olneyville	15
3277	2011-11-18	102469	15:39:00	Pedestrian	1	NA	FALSE	FALSE	1	896 CHALKSTONE AVE	NA	11/18/11	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	4	1	Complains Of Pain	NA	41.83316	-71.43696	TRUE	TRUE	896 Chalkstone Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.83316	-71.43696	Elmhurst	5
3278	2011-11-18	102541	19:30:00	Pedestrian	1	NA	FALSE	FALSE	1	NEWARK ST	VALLEY ST	11/18/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	NA	41.82521	-71.43932	FALSE	FALSE	Newark Street and Valley Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82521	-71.43932	Valley	12
3274	2011-11-21	102984	12:07:00	Pedestrian	1	NA	FALSE	FALSE	1	WICKENDEN ST	TRAVERSE ST	11/21/11	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.81938	-71.3993	FALSE	FALSE	Wickenden Street and Traverse Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81938	-71.3993	Fox Point	1
3275	2011-11-21	103034	15:17:00	Pedestrian	1	NA	FALSE	FALSE	1	NARRAGANSETT BLVD	WASHINGTON AVE	11/21/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.78811	-71.3957	FALSE	FALSE	Narragansett Blvd and Washington Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.78811	-71.3957	Washington Park	10
3273	2011-11-23	103609	16:34:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	DODGE ST	11/23/11	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81454	-71.4259	FALSE	FALSE	Cranston Street and Dodge Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81454	-71.4259	West End	11
3272	2011-11-28	104102	21:55:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	DEAN ST	11/28/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81957	-71.4199	FALSE	FALSE	Washington Street and Dean Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81957	-71.4199	Federal Hill	13
3270	2011-11-30	104366	13:15:00	Bicycle	NA	1	FALSE	FALSE	1	CANAL ST	PARK ROW	11/30/11	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	2	1	Complains Of Pain	NA	41.82881	-71.41081	FALSE	FALSE	Canal Street and Park Row, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82881	-71.41081	Downtown	3
3269	2011-12-01	104466	09:30:00	Bicycle	NA	1	FALSE	FALSE	1	CADY ST	BENEFIT ST	12/1/11	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Non-Incapacitating	NA	41.82986	-71.40868	FALSE	FALSE	Cady Street and Benefit Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82986	-71.40868	College Hill	3
3267	2011-12-06	105274	09:44:00	Pedestrian	1	NA	FALSE	FALSE	1	250 BROOK ST.	POWER ST	12/6/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Cloudy	Head-On (Front - to - Front)	No	Stop Signs	3	1	Complains Of Pain	NA	41.82306	-71.3987	TRUE	FALSE	250 Brook St., Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82306	-71.3987	College Hill	1
3268	2011-12-06	105459	21:22:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	EDNA ST	12/6/11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Incapacitating	NA	41.81587	-71.44522	FALSE	FALSE	Plainfield Street and Edna Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81587	-71.44522	Olneyville	15
3265	2011-12-07	105642	19:54:00	Pedestrian	1	NA	FALSE	FALSE	1	THAYER ST	MANNING WALK	12/7/11	One-Way Trafficway	Wet	Dark - Not Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82628	-71.40045	FALSE	FALSE	Thayer Street and Manning Walk, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82628	-71.40045	College Hill	2
3266	2011-12-07	105671	16:37:00	Pedestrian	1	NA	FALSE	FALSE	1	ROCHAMBEAU AVE	HOPE ST	12/7/11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.84691	-71.39617	FALSE	FALSE	Rochambeau Ave and Hope Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84691	-71.39617	Hope	3
3264	2011-12-09	106269	15:23:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	CAHIR ST	12/9/11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.8169	-71.41797	FALSE	FALSE	Broad Street and Cahir Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8169	-71.41797	Upper South Providence	11
3263	2011-12-10	106320	20:32:00	Pedestrian	1	NA	FALSE	FALSE	1	SERVICE ROAD 8	BROADWAY	12/11/11	One-Way Trafficway	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	2	1	Complains Of Pain	3	41.82212	-71.41976	FALSE	FALSE	Service Road 8 and Broadway, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.82212	-71.41976	Federal Hill	1
3262	2011-12-12	106493	17:58:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	EDDY ST	12/12/11	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82239	-71.41165	FALSE	FALSE	Weybosset Street and Eddy Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82239	-71.41165	Downtown	1
3260	2011-12-13	106528	06:41:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST	EDDY ST	12/13/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	No	Traffic Control Signal	4	1	Complains Of Pain	2	41.80731	-71.40725	FALSE	FALSE	Public Street and Eddy Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80731	-71.40725	Upper South Providence	11
3261	2011-12-13	106624	17:08:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	CHARLES ST	12/13/11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.85344	-71.42047	FALSE	FALSE	Charles Street and Charles Street, Providence, RI, USA	Med	Unknown	TRUE	TRUE	Raw	41.85344	-71.42047	Charles	4
3259	2011-12-14	107955	16:42:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	SERVICE ROAD 7	12/20/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81736	-71.41696	FALSE	FALSE	Broad Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81736	-71.41696	Upper South Providence	11
3257	2011-12-15	107031	22:23:00	Pedestrian	1	NA	FALSE	FALSE	1	EXIT 21 (RT )	ATWELLS AVE	12/15/11	One-Way Trafficway	Wet	Dark - Not Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.82327	-71.42051	FALSE	FALSE	Exit 21 (Rt ) and Atwells Ave, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.82327	-71.42051	Federal Hill	13
3256	2011-12-17	107475	17:00:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	RANDALL ST	12/17/11	Unknown	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.83787	-71.40933	FALSE	FALSE	N Main Street and Randall Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.83787	-71.40933	College Hill	3
3255	2011-12-21	108193	17:55:00	Pedestrian	1	NA	FALSE	FALSE	1	POWER ST	IVES ST	12/21/11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	No	Stop Signs	2	1	Complains Of Pain	2	41.82368	-71.39231	FALSE	FALSE	Power Street and Ives Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82368	-71.39231	Fox Point	1
3254	2011-12-27	109884	18:04:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	BROAD ST	1/3/12	One-Way Trafficway	Wet	Dark - Lighted	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Flashing Traffic Control Signal	2	1	Complains Of Pain	2	41.82005	-71.41431	FALSE	FALSE	Weybosset Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82005	-71.41431	Downtown	1
3253	2011-12-29	109107	17:37:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	CHACE AVE	12/29/11	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.85605	-71.39154	FALSE	FALSE	Hope Street and Chace Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85605	-71.39154	Hope	3
3252	2012-01-01	109470	03:52:00	Pedestrian	1	NA	FALSE	FALSE	1	PAVILION AVE	EDDY ST	1/1/12	Two-Way , Not Divided	Wet	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.79749	-71.40558	FALSE	FALSE	Pavilion Ave and Eddy Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79749	-71.40558	Lower South Providence	10
3251	2012-01-04	110204	15:40:00	Bicycle	NA	1	FALSE	FALSE	1	POTTERS AVE	SEABURY ST	1/5/12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80318	-71.43255	FALSE	FALSE	Potters Ave and Seabury Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80318	-71.43255	West End	8
3250	2012-01-06	110481	22:54:00	Pedestrian	1	NA	FALSE	FALSE	1	200 UNION AVE	WHITEHALL ST	1/7/12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.80778	-71.4439	TRUE	FALSE	200 Union Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.80778	-71.4439	Silver Lake	15
3249	2012-01-07	113774	16:56:00	Pedestrian	1	NA	FALSE	FALSE	1	Wickenden Street	HOPE ST	1/25/12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	Stop Signs	2	1	Incapacitating	2	41.81981	-71.39542	FALSE	FALSE	Wickenden Street and Hope Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81981	-71.39542	Fox Point	1
3248	2012-01-11	111363	17:28:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST EXIT	WESTMINSTER ST	1/11/12	One-Way Trafficway	Dry	Dark - Not Lighted	Clear	Sideswipe, Same Direction	No	Traffic Control Signal	4	0	No Injury	2	41.81575	-71.43866	FALSE	FALSE	Westminster Street Exit and Westminster Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.81575	-71.43866	West End	13
3247	2012-01-12	114078	23:35:00	Pedestrian	1	NA	FALSE	FALSE	1	307 ALLENS AVE	ALLENS AVE	1/12/12	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80486	-71.40223	TRUE	FALSE	307 Allens Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.80486	-71.40223	Lower South Providence	10
3246	2012-01-17	112343	14:52:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	OLNEY ST	1/17/12	One-Way Trafficway	Wet	Daylight	Rain	Other	No	No Controls	4	1	Fatal	NA	41.83606	-71.4097	FALSE	FALSE	N Main Street and Olney Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.83606	-71.4097	College Hill	3
3244	2012-01-24	113411	10:14:00	Pedestrian	1	NA	FALSE	FALSE	1	1268 Broad St	PARKVIEW AVE	1/24/12	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Incapacitating	NA	41.79213	-71.40712	TRUE	FALSE	1268 Broad Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.79213	-71.40712	South Elmwood	10
3245	2012-01-24	113435	09:12:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	SERVICE ROAD 8	1/24/12	One-Way Trafficway	Wet	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	6	1	Incapacitating	2	41.81796	-71.41629	FALSE	FALSE	Broad Street and Service Road 8, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.81796	-71.41629	Downtown	1
3243	2012-01-25	113780	19:03:00	Bicycle	NA	1	FALSE	FALSE	1	RUGBY ST	THURBERS AVE	1/25/12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.79963	-71.40726	FALSE	FALSE	Rugby Street and Thurbers Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79963	-71.40726	Lower South Providence	10
3241	2012-01-26	113951	18:18:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	CAHIR ST	1/26/12	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Head-On (Front - to - Front)	No	No Controls	3	1	Complains Of Pain	NA	41.81828	-71.42005	FALSE	FALSE	Westminster Street and Cahir Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81828	-71.42005	Federal Hill	13
3242	2012-01-26	114842	17:03:00	Pedestrian	1	NA	FALSE	FALSE	1	ASHBURTON ST	RANDALL ST	1/26/12	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.83578	-71.41199	FALSE	FALSE	Ashburton Street and Randall Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83578	-71.41199	Mount Hope	3
3239	2012-01-27	114155	17:22:00	Pedestrian	1	NA	FALSE	FALSE	1	POTTERS AVE	HAMILTON ST	1/27/12	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	NA	41.80188	-71.42265	FALSE	FALSE	Potters Ave and Hamilton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80188	-71.42265	Elmwood	9
3240	2012-01-27	114192	14:02:00	Pedestrian	1	NA	FALSE	FALSE	1	GASPEE ST	FRANCIS ST	1/28/12	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	2	41.82916	-71.41494	FALSE	FALSE	Gaspee Street and Francis Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82916	-71.41494	Downtown	12
