row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards	geoid20
769	2020-03-05	814758	13:42:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION ST	WASHINGTON ST	2020-03-05	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82357	-71.41395	FALSE	FALSE	Union Street and Washington Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82357	-71.41395	Downtown	1	440070008003035
770	2020-03-03	815286	08:30:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	FRICKER ST	2020-03-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.81709	-71.4224	FALSE	FALSE	Cranston Street and Fricker Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81709	-71.4224	West End	11	440070012001003
771	2020-03-02	814513	09:20:00	Pedestrian	1	NA	FALSE	FALSE	1	GEORGE ST	BENEFIT ST	2020-03-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.82517	-71.40609	FALSE	FALSE	George Street and Benefit Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82517	-71.40609	College Hill	2	440070036023035
772	2020-03-02	814563	16:03:00	Pedestrian	1	NA	FALSE	FALSE	1	George St	Brown St	2020-03-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	2	41.82535	-71.40276	FALSE	FALSE	George Street and Brown Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82535	-71.40276	College Hill	2	440070036021002
773	2020-03-02	814571	16:19:00	Pedestrian	1	NA	FALSE	FALSE	1	BARRY RD	BARRY RD	2020-03-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.81821	-71.4504	FALSE	FALSE	Barry Rd and Barry Rd, Providence, RI, USA	Med	NA	TRUE	Raw	41.81821	-71.4504	Hartford	7	440070018002020
774	2020-02-29	813409	18:40:00	Bicycle	NA	1	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	2020-02-29	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.8259	-71.41535	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8259	-71.41535	Downtown	12	440070008001036
775	2020-02-28	813355	16:12:00	Pedestrian	1	NA	FALSE	FALSE	1	douglas ave	DOUGLAS AVE	2020-02-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.83605	-71.41962	FALSE	FALSE	Douglas Ave and Douglas Ave, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.83605	-71.41962	Smith Hill	12	440070026002012
776	2020-02-27	813232	09:11:00	Pedestrian	1	NA	FALSE	FALSE	1	RUGGLES ST	Smith Street	2020-02-27	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.83624	-71.42825	FALSE	FALSE	Ruggles Street and Smith Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83624	-71.42825	Smith Hill	12	440070026003011
777	2020-02-27	813256	19:25:00	Pedestrian	1	NA	FALSE	FALSE	1	4TH ST	HIGHLAND AVE	2020-02-27	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	0	No Injury	NA	41.85116	-71.4001	FALSE	FALSE	4th Street and Highland Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.85116	-71.4001	Hope	3	440070033004034
778	2020-02-26	813200	20:26:00	Pedestrian	1	NA	FALSE	FALSE	1	LIEGE ST	DOUGLAS AVE	2020-02-26	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Clear	Unknown	No	No Controls	5	1	Complains Of Pain	NA	41.84161	-71.42747	FALSE	FALSE	Liege Street and Douglas Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84161	-71.42747	Wanskuck	14	440070027004014
779	2020-02-23	812899	00:15:00	Pedestrian	1	NA	FALSE	FALSE	1	987 NORTH MAIN ST	DEXTERDALE RD	2020-02-23	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.84849	-71.40412	TRUE	FALSE	987 North Main Street, Providence, RI, USA	High	NA	FALSE	Raw	41.84849	-71.40412	Mount Hope	3	440070033004014
780	2020-02-23	812906	02:19:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad Street	Detroit Avenue	2020-02-23	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Non-Incapacitating	1	NA	NA	FALSE	FALSE	Broad Street and Detroit Avenue, Providence, RI, USA	Med	NA	FALSE	Amended	41.794379	-71.4099112	Lower South Providence	10	440070005003020
781	2020-02-23	812957	21:11:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	BROAD ST	2020-02-23	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81434	-71.42119	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	Med	Raw	TRUE	Raw	41.81434	-71.42119	Upper South Providence	11	440070007003013
782	2020-02-21	812856	16:00:00	Bicycle	NA	1	FALSE	FALSE	1	SERVICE ROAD 3	WESTMINSTER ST	2020-02-22	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81632	-71.44059	FALSE	FALSE	Service Road 3 and Westminster Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.81632	-71.44059	Olneyville	15	440070016012002
783	2020-02-20	812757	18:49:00	Pedestrian	1	NA	FALSE	FALSE	1	Wayland Ave	Waterman St	2020-02-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	2	41.8286	-71.38838	FALSE	FALSE	Wayland Ave and Waterman Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8286	-71.38838	Wayland	1	440070035003004
784	2020-02-19	812675	15:49:00	Pedestrian	1	NA	FALSE	FALSE	1	ROCHAMBEAU AVE	HOPE ST	2020-02-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.84691	-71.39599	FALSE	FALSE	Rochambeau Ave and Hope Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84691	-71.39599	Blackstone	3	440070032003000
785	2020-02-17	812530	23:50:00	Pedestrian	1	NA	FALSE	FALSE	1	NA	CRANSTON ST	2020-02-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.80316	-71.43987	NA	FALSE	NA and Cranston Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.80316	-71.43987	Reservoir	NA	440070141003007
786	2020-02-13	812169	06:32:00	Pedestrian	1	NA	FALSE	FALSE	1	Plain Street	Lockwood Street	2020-02-13	Two-Way , Not Divided	Wet	Dark - Unknown Lighting	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.81238	-71.41199	FALSE	FALSE	Plain Street and Lockwood Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81238	-71.41199	Upper South Providence	11	440070007001011
787	2020-02-13	812260	21:09:00	Pedestrian	1	NA	FALSE	FALSE	1	Smith St	Orms St	2020-02-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83377	-71.42198	FALSE	FALSE	Smith Street and Orms Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83377	-71.42198	Smith Hill	12	440070026001013
788	2020-02-11	812012	07:56:00	Pedestrian	1	NA	FALSE	FALSE	1	Sabin Street	West Exchange Street	2020-02-11	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	1	NA	NA	FALSE	FALSE	Sabin Street and West Exchange Street, Providence, RI, USA	Med High	NA	FALSE	Amended	41.8248645	-71.4152876	Downtown	1	440070008001049
789	2020-02-11	812015	08:13:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	ADELAIDE AVE	2020-02-11	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.79891	-71.41554	FALSE	FALSE	Broad Street and Adelaide Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79891	-71.41554	Elmwood	9	440070002001003
790	2020-02-11	812072	19:05:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	FINANCE WAY	2020-02-11	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Incapacitating	NA	41.82754	-71.41539	FALSE	FALSE	Francis Street and Finance Way, Providence, RI, USA	Med	NA	FALSE	Raw	41.82754	-71.41539	Downtown	12	440070008001030
792	2020-02-04	811700	23:05:00	Pedestrian	1	NA	FALSE	TRUE	2	460 SMITH ST	CHALKSTONE AVE	2020-02-05	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Rear End(Front-to-Rear)	No	No Controls	4	1	Complains Of Pain	NA	41.83541	-71.42612	TRUE	FALSE	460 Smith Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83541	-71.42612	Smith Hill	12	440070025001003
793	2020-02-01	811518	10:24:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	FALLON AVE	2020-02-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	1	Complains Of Pain	NA	41.83234	-71.44342	FALSE	FALSE	Chalkstone Ave and Fallon Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83234	-71.44342	Valley	5	440070023003006
794	2020-02-01	811556	19:20:00	Bicycle	NA	1	FALSE	FALSE	1	CRANSTON ST	HUNTINGTON AVE	2020-02-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	0	No Injury	NA	41.80406	-71.43888	FALSE	FALSE	Cranston Street and Huntington Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80406	-71.43888	West End	8	440070014005001
795	2020-01-29	811324	18:37:00	Pedestrian	1	NA	FALSE	FALSE	1	SERVICE ROAD 7	BROAD ST	2020-01-29	One-Way Trafficway	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.81737	-71.41698	FALSE	FALSE	Service Road 7 and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81737	-71.41698	Upper South Providence	11	440070007003001
796	2020-01-27	811272	08:32:00	Pedestrian	1	NA	FALSE	FALSE	1	EXCHANGE TER	EXCHANGE ST	2020-01-28	One-Way Trafficway	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.82611	-71.4116	FALSE	FALSE	Exchange Ter and Exchange Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.82611	-71.4116	Downtown	1	440070008001050
797	2020-01-26	811190	15:34:00	Pedestrian	1	NA	FALSE	FALSE	1	WHIPPLE ST	ADMIRAL ST	2020-01-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	7	1	Incapacitating	NA	41.84068	-71.41897	FALSE	FALSE	Whipple Street and Admiral Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84068	-71.41897	Smith Hill	4	440070026002003
798	2020-01-25	811153	18:04:00	Pedestrian	1	NA	FALSE	FALSE	1	NARRAGANSETT BLVD	OHIO AVE	2020-01-25	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.78986	-71.39628	FALSE	FALSE	Narragansett Blvd and Ohio Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.78986	-71.39628	Washington Park	10	440070001013014
799	2020-01-24	811069	15:59:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	POTTERS AVE	2020-01-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	2	41.80121	-71.42643	FALSE	FALSE	Elmwood Ave and Potters Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80121	-71.42643	Elmwood	9	440070003024012
800	2020-01-24	811082	19:25:00	Bicycle	NA	1	FALSE	FALSE	1	STEEPLE ST	CANAL ST	2020-01-24	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82718	-71.40991	FALSE	FALSE	Steeple Street and Canal Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82718	-71.40991	Downtown	1	440070008001022
801	2020-01-24	811090	20:48:00	Pedestrian	1	NA	FALSE	FALSE	1	PEARL ST	PINE ST	2020-01-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81346	-71.41852	FALSE	FALSE	Pearl Street and Pine Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81346	-71.41852	Upper South Providence	11	440070007002010
802	2020-01-23	810989	19:21:00	Pedestrian	1	NA	FALSE	FALSE	1	POCASSET AVE	MAGNOLIA ST	2020-01-23	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	41.81152	-71.4514	FALSE	FALSE	Pocasset Ave and Magnolia Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.81152	-71.4514	Silver Lake	15	440070016024006
803	2020-01-21	810849	18:29:00	Pedestrian	1	NA	FALSE	FALSE	1	WILLARD AVE	PLAIN ST	2020-01-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.80891	-71.41075	FALSE	FALSE	Willard Ave and Plain Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80891	-71.41075	Upper South Providence	11	440070006002009
804	2020-01-18	810614	22:10:00	Pedestrian	1	NA	FALSE	FALSE	1	oakland ave	SMITH ST	2020-01-18	Two-Way , Not Divided	Snow	Dark - Lighted	Snow	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83606	-71.43046	FALSE	FALSE	Oakland Ave and Smith Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83606	-71.43046	Elmhurst	12	440070023002003
805	2020-01-18	810635	23:03:00	Pedestrian	1	NA	FALSE	FALSE	1	Elmwood Ave	CARTER ST	2020-01-19	Two-Way , Not Divided	Snow	Dark - Lighted	Snow	Sideswipe, Same Direction	No	No Controls	3	1	Complains Of Pain	NA	41.80069	-71.42654	FALSE	FALSE	Elmwood Ave and Carter Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80069	-71.42654	Elmwood	9	440070003012009
806	2020-01-17	810467	07:40:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	THURBERS AVE	2020-01-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.79811	-71.41456	FALSE	FALSE	Broad Street and Thurbers Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79811	-71.41456	Elmwood	9	440070002004003
807	2020-01-17	810505	18:05:00	Pedestrian	1	NA	FALSE	FALSE	1	THURBERS AVE	OCEAN ST	2020-01-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.7993	-71.409	FALSE	FALSE	Thurbers Ave and Ocean Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.7993	-71.409	Lower South Providence	10	440070005001017
808	2020-01-16	810423	14:57:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	RIVER AVE	2020-01-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	2	41.83252	-71.43882	FALSE	FALSE	Chalkstone Ave and River Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83252	-71.43882	Valley	12	440070022001005
809	2020-01-11	810317	12:28:00	Bicycle	NA	1	FALSE	FALSE	1	Manton Ave	Aleppo St	2020-01-15	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.82019	-71.44695	FALSE	FALSE	Manton Ave and Aleppo Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.82019	-71.44695	Olneyville	15	440070019003027
810	2020-01-08	809880	15:17:00	Pedestrian	1	NA	FALSE	FALSE	1	FRICKER STREET	CRANSTON ST	2020-01-08	One-Way Trafficway	Snow	Daylight	Snow	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81657	-71.42176	FALSE	FALSE	Fricker Street and Cranston Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81657	-71.42176	Upper South Providence	11	440070012001003
811	2020-01-06	809737	15:30:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	PLAINFIELD ST	2020-01-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	41.81444	-71.447	FALSE	FALSE	Plainfield Street and Plainfield Street, Providence, RI, USA	Med	Raw	TRUE	Raw	41.81444	-71.447	Silver Lake	15	440070016011009
812	2020-01-03	809587	13:27:00	Pedestrian	1	NA	FALSE	FALSE	1	Bucklin Street	Whitmarsh Street	2020-01-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	1	NA	NA	FALSE	FALSE	Bucklin Street and Whitmarsh Street, Providence, RI, USA	Med High	NA	FALSE	Amended	41.8059079	-71.4278013	West End	9	440070003011008
813	2020-01-02	809510	10:47:00	Pedestrian	1	NA	FALSE	FALSE	1	118 DUDLEY ST	NA	2020-01-02	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	TRUE	TRUE	118 Dudley Street, Providence, RI, USA	High	NA	FALSE	Amended	41.8096319	-71.4118003	Upper South Providence	11	440070006002002
814	2020-01-01	809378	03:35:00	Pedestrian	1	NA	FALSE	FALSE	1	YALE AVE	LYNCH ST	2020-01-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	NA	41.82677	-71.45203	FALSE	FALSE	Yale Ave and Lynch Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82677	-71.45203	Mount Pleasant	6	440070021024002
815	2019-12-30	809302	22:17:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	LENOX AVE	2019-12-31	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	2	41.79828	-71.41478	FALSE	FALSE	Broad Street and Lenox Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79828	-71.41478	Elmwood	9	440070002004003
816	2019-12-29	809207	13:39:00	Pedestrian	1	NA	FALSE	FALSE	1	Elmwood Avenue	W. Friendship Street	2019-12-29	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	1	NA	NA	FALSE	FALSE	Elmwood Avenue and W. Friendship Street, Providence, RI, USA	Med High	NA	FALSE	Amended	41.80989	-71.42407299999999	Elmwood	11	440070012003010
817	2019-12-27	809071	17:13:00	Pedestrian	1	NA	FALSE	FALSE	1	DEAN ST	ATWELLS AVE	2019-12-27	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82332	-71.42413	FALSE	FALSE	Dean Street and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82332	-71.42413	Federal Hill	13	440070009001027
818	2019-12-25	808930	17:46:00	Bicycle	NA	1	FALSE	FALSE	1	HARTFORD AVE	HARTFORD AVE	2019-12-25	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	7	1	Non-Incapacitating	NA	41.81967	-71.46639	FALSE	FALSE	Hartford Ave and Hartford Ave, Providence, RI, USA	Med	Raw	TRUE	Raw	41.81967	-71.46639	Hartford	7	440070018001012
819	2019-12-23	808791	16:43:00	Pedestrian	1	NA	FALSE	FALSE	1	LEDGE ST	PETER ST	2019-12-23	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	41.85338	-71.41955	FALSE	FALSE	Ledge Street and Peter Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.85338	-71.41955	Charles	4	440070029003004
820	2019-12-23	808792	16:56:00	Bicycle	NA	1	FALSE	FALSE	1	RICHMOND STREET	EDDY STREET	2019-12-23	Two-Way , Not Divided	Dry	Dark - Not Lighted	Clear	Other	No	No Controls	3	0	No Injury	NA	41.83616	-71.41597	FALSE	FALSE	Richmond Street and Eddy Street, Providence, RI, USA	Med High	Geocoded	FALSE	Amended	41.8156786	-71.4065248	Downtown	1	440070006001026
821	2019-12-23	808799	18:28:00	Pedestrian	1	NA	FALSE	FALSE	1	LORETO ST	TOURO ST	2019-12-23	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	NA	41.84794	-71.41871	FALSE	FALSE	Loreto Street and Touro Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84794	-71.41871	Charles	4	440070029004022
822	2019-12-20	808628	10:19:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	DIKE ST	2019-12-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81651	-71.44418	FALSE	FALSE	Plainfield Street and Dike Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81651	-71.44418	Olneyville	15	440070016011000
823	2019-12-19	808497	11:54:00	Pedestrian	1	NA	FALSE	FALSE	1	Pine St	DYER ST	2019-12-19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.82384	-71.40863	FALSE	FALSE	Pine Street and Dyer Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82384	-71.40863	Downtown	1	440070008003021
824	2019-12-19	808527	16:33:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	AMERICA ST	2019-12-19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	2	41.82046	-71.42654	FALSE	FALSE	Broadway and America Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82046	-71.42654	Federal Hill	13	440070011003000
825	2019-12-17	808283	05:45:00	Pedestrian	1	NA	FALSE	FALSE	1	244 smith street	SMITH ST	2019-12-17	Two-Way , Not Divided	Wet	Dark - Lighted	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83284	-71.41965	TRUE	FALSE	244 Smith Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83284	-71.41965	Smith Hill	12	440070025002002
826	2019-12-17	808330	17:50:00	Bicycle	NA	1	FALSE	FALSE	1	BENEVOLENT ST	BROWN ST	2019-12-17	Two-Way, Not Divided With a Continuous Left Turn Lane	Wet	Dark - Lighted	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.8246	-71.40271	FALSE	FALSE	Benevolent Street and Brown Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8246	-71.40271	College Hill	2	440070036021000
827	2019-12-14	808094	02:00:00	Pedestrian	1	NA	FALSE	FALSE	1	727 Cranston Street	ANTHONY AVE	2019-12-14	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	2	41.80465	-71.43823	TRUE	FALSE	727 Cranston Street, Providence, RI, USA	High	NA	FALSE	Raw	41.80465	-71.43823	West End	8	440070014004004
828	2019-12-13	808064	20:19:00	Pedestrian	1	NA	FALSE	FALSE	1	WHIPPLE ST	ADMIRAL ST	2019-12-13	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84049	-71.41906	FALSE	FALSE	Whipple Street and Admiral Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84049	-71.41906	Smith Hill	4	440070026002001
